Τμήμα,Βάρδια,Εβδομάδα,"Κλάδος Προσωπικού",Υποκλάδος,"Απαιτούμενο Προσωπικό"
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,3
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",3
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,3
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-14",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,2
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-16",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,2
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-16",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,2
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-16",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,2
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",2
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",2
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,1
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,1
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,1
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-17 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,1
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-13","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",1
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,1
ΜΕΘ,ΝΥΧΤΕΡΙΝΗ,"2026-05-16 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",1
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,31
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",10
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",5
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-17",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,3
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-15",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,3
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",3
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-17",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,2
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-16",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,2
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",2
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-17",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,2
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-12",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,2
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-12",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,2
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-16",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,1
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,1
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,1
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-17 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,1
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,1
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",1
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",1
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",1
ΜΕΘ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,1
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,22
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",18
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",5
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,3
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",2
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",2
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-15 έως 2026-05-16",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,2
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,2
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-16",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,2
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-17",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,2
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-16",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,2
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-15",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,2
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-13",ΙΑΤΡΟΣ,ΨΥΧΙΑΤΡΙΚΗ,2
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-15 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",2
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,2
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,1
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,1
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,1
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-13","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",1
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,1
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,1
ΝΕΥΡΟΛΟΓΙΑ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,1
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,26
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",16
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17",ΙΑΤΡΟΣ,ΕΝΤΑΤΙΚΟΛΟΓΙΑ,4
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-14",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,4
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΕΙΣΑΓΩΓΩΝ",3
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",3
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-17",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,2
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,2
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",2
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-16 έως 2026-05-17",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,2
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",2
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-16",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,2
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",1
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-15 έως 2026-05-15",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,1
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,1
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-11 έως 2026-05-11","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",1
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,1
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,1
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,1
ΝΕΥΡΟΛΟΓΙΑ,ΝΥΧΤΕΡΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,1
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,26
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",14
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,4
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-15","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",4
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΓΡΑΜΜΑΤΕΑΣ ΤΜΗΜΑΤΟΣ",3
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-14",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,3
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",3
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-15",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,3
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,2
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-12 έως 2026-05-14",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,2
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-16",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,2
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-15 έως 2026-05-16",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,2
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-15",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,2
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-11 έως 2026-05-11",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,2
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-16 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΝΕΥΜΟΝΟΛΟΓΙΑ,2
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΟΦΘΑΛΜΟΛΟΓΙΑ,1
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",1
ΝΕΥΡΟΛΟΓΙΑ,ΠΡΩΙΝΗ,"2026-05-14 έως 2026-05-14","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",1
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,ΝΟΣΗΛΕΥΤΗΣ,23
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-17",ΝΟΣΗΛΕΥΤΗΣ,"ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ",18
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΣΦΑΛΙΣΕΩΝ",4
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-17",ΙΑΤΡΟΣ,ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ,3
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-14",ΙΑΤΡΟΣ,ΠΑΘΟΛΟΓΙΑ,3
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-16","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ",ΛΟΓΙΣΤΗΣ,3
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΠΡΟΜΗΘΕΙΩΝ",3
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-12","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΟΙΚΗΤΙΚΟΣ ΣΥΝΤΟΝΙΣΤΗΣ",2
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-16",ΙΑΤΡΟΣ,ΟΥΡΟΛΟΓΙΑ,2
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-15",ΙΑΤΡΟΣ,ΓΥΝΑΙΚΟΛΟΓΙΑ,2
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-16 έως 2026-05-17",ΙΑΤΡΟΣ,ΧΕΙΡΟΥΡΓΙΚΗ,2
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-16",ΙΑΤΡΟΣ,ΑΙΜΑΤΟΛΟΓΙΑ,2
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-15",ΙΑΤΡΟΣ,ΟΡΘΟΠΕΔΙΚΗ,2
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-17 έως 2026-05-17",ΙΑΤΡΟΣ,ΠΑΙΔΙΑΤΡΙΚΗ,1
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-14 έως 2026-05-14",ΙΑΤΡΟΣ,ΚΑΡΔΙΟΛΟΓΙΑ,1
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-11 έως 2026-05-11","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΥΠΕΥΘΥΝΟΣ ΑΡΧΕΙΟΥ",1
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-16 έως 2026-05-16",ΝΟΣΗΛΕΥΤΗΣ,ΠΡΟΪΣΤΑΜΕΝΟΣ,1
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-12 έως 2026-05-12",ΙΑΤΡΟΣ,ΝΕΥΡΟΛΟΓΙΑ,1
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-13 έως 2026-05-13",ΙΑΤΡΟΣ,ΔΕΡΜΑΤΟΛΟΓΙΑ,1
ΟΡΘΟΠΕΔΙΚΗ,ΑΠΟΓΕΥΜΑΤΙΝΗ,"2026-05-17 έως 2026-05-17","ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ","ΔΙΑΧΕΙΡΙΣΤΗΣ ΡΑΝΤΕΒΟΥ",1
